text,label,__index_level_0__
Kashmiri separatists cautiously welcome Indian offer Kashmiri separatists gave a cautious welcome on Sunday to India #39;s offer to allow them to visit Pakistan and said it could help to restart a stalled dialogue process.,0,21264
"US and Iraqi Forces Raid Ramadi Mosques Local residents arrive to examine a destroyed building in the center of Fallujah, west of Baghdad, Iraq, Tuesday morning, Oct. 12, 2004 following an US air strike.",0,15091
"Israel has duty to protect citizens Tom Friedman, in his column  quot;Jews, Israel and America, quot; offers an unrealistic solution that is at odds with recent history and the current geopolitical environment:  quot;... One thing that Israel ",0,23480
Earthquake Weighs Heavily on Tokyo Stocks (AP) AP - Tokyo stocks ended sharply lower Monday due to economic uncertainties following powerful earthquakes that hit northern Japan over the weekend. The dollar was lower against the Japanese yen.,0,18393
Iran answer on nuke freeze not definitive-diplomat Iran #39;s answer on Thursday to an EU demand it freeze sensitive nuclear work such as uranium enrichment was described as not too disappointing but not completely definitive by an EU diplomat familiar with the talks.,0,22276
"Four held after  #39;sting #39; uncovers alleged dirty bomb conspiracy Four men have been arrested on suspicion of terrorist offences following a sting operation organised by a Sunday newspaper, police said last night.",0,10399
Drug lords stripped of 120m fortune in prison Two of Colombia #39;s most powerful drug lords were trapped in prison cells yesterday as the state seized their fortune estimated at more than 120 million.,0,8164
"Britain Say 'Miracle Baby' Was a Fraud (AP) AP - An infertile Nigerian couple who believed a self-styled preacher's claim that their child was miraculously conceived were really the victim of greedy international child traffickers, a British judge ruled Friday.",0,22500
"U.S. Jets Pound Militant Positions in Iraq U.S. jets pounded suspected Shiite militant positions in the Baghdad slum of Sadr City on Monday, killing at least five people and wounding 40. Elsewhere, insurgents detonated a car bomb and fired rockets, killing at least four National Guardsmen, in separate attacks targeting Iraq's beleaguered security forces.",0,10883
"US patient load surges at military hospital in Germany LANDSTUHL, Germany - The number of injured US military personnel arriving at the Landstuhl Regional Medical Center this week -ost from the offensive against insurgents in the Iraqi city of Fallujah  -ched its highest level since April, a US ",0,23086
"Britain to Tighten Anti-Terror Laws LONDON, November 21 (IslamOnline.net  amp; News Agencies) - Britain will adopt a set of tightened anti-terror laws in case Prime Minister Tony Blair #39;s Labor Party wins the general elections, due next year, the home secretary said on Sunday, November 21.",0,24672
Afghans Say Trouble Inevitable But Won't Stop Vote  KABUL (Reuters) - Afghan President Hamid Karzai vowed on  Thursday that a historic presidential election would go ahead  in two days' time and reflect the people's wishes despite  inevitable attempts by Taliban fighters to derail the vote.,0,13720
Two guards appear in court martial hearings BAGHDAD: Preliminary court martial proceedings were held on Friday for two US jail guards accused of abuse of Iraqi detainees in Baghdads Abu Ghraib prison.,0,17846
"Hostage takers say end headscarf ban Jazeera identified the hostages as reporters George Malbrunot and Christian Chesnot. Last week, the French Foreign Ministry. said the two men had gone missing in Iraq.",0,3382
"Musharraf Rebuffs Pleas for Pakistan Troops in Iraq  UNITED NATIONS (Reuters) - Pakistani President Pervez  Musharraf on Thursday ruled out sending troops to help restore  stability in Iraq, rebuffing pleas from the Iraqi interim  government and the United States.",0,9845
One vacancy could reshape court (USATODAY.com) USATODAY.com - Monday's announcement that Chief Justice William Rehnquist is being treated for thyroid cancer was a reminder of one man's mortality - and of how a single vacancy on the U.S. Supreme Court could change the dynamics of the divided panel.,0,18832
"Red Sox Erase 86 Years of Futility in 4 Games The Red Sox, the team that perfected heartbreak, silenced the Cardinals, 3-0, in Game 4 to win their first World Series since 1918.",0,19340
"Zimbabwe Turns Back Clock After Turmoil (AP) AP - Things have gotten so bad in Zimbabwe that people have taken to telling a wry joke: ""What did we have before candles?"" The answer: ""Electricity."" Zimbabwe once boasted one of Sub-Saharan Africa's most vibrant economies, but four years of turmoil have erased that progress.",0,7339
"Bush Says He'll Better Protect Nation ST. LOUIS - On the road and on the airwaves, President Bush is trying to paint this year's presidential race as a black-and-white decision for voters...",0,14368
"Taiwan #39;s President calls for peace talks with China In a careful and conciliatory move, Taiwan #39;s President Chen Shui-bian called for wide-ranging peace talks with China in a bid to adopt a system to prevent an outbreak of war in the Taiwan Strait.",0,14659
"U.S. Public Now Evenly Split on Iraq War (AP) AP - Nine months of chaos and casualties in Iraq since Saddam Hussein's capture have taken a heavy toll on American opinion of President Bush's decision to go to war. Last December, when Saddam was caught, public support for Bush was 2-to-1 in favor. Now the public is evenly divided on whether the war was the right thing to do or whether it was a mistake.",0,428
Two killed in mortar attack in Baghdad Two people were killed and a third injured Sunday when a rocket-propelled grenade exploded at a weapons depot east of Baghdad. Eyewitnesses said the grenade fell into a sports club where al-Mehdi militiamen ,0,16204
"Israeli Missile Strike Kills Hamas Leader An Israeli airstrike in Gaza City tonight killed a leading Hamas weapons maker who was responsible for some of the group #39;s most powerful bombs and its homemade rockets, Israel #39;s military said.",0,17507
Bomb Found on Island Hours after Blair Visit Police defused a bomb near Italian Premier Silvio Berlusconi #39;s villa in Sardinia early today shortly after Tony and Cherie Blair ended a visit to the Italian leader. ,0,624
Arafat #39;s Medical Records Given to Palestinian Authority Yasser Arafat #39;s nephew has turned over the late Palestinian leader #39;s medical records to a committee investigating the cause of his uncle #39;s death.,0,28355
"A Daily Look at U.S. Military Iraq Deaths (AP) AP - As of Wednesday, Oct. 20, 2004, at least 1,103 members of the U.S. military have died since the beginning of the Iraq war in March 2003, according to an Associated Press count. At least 846 died as a result of hostile action, according to the Defense Department. The figures include three military civilians.",0,17170
Cleric prays #39; for freelancer #39;s freedom Rogue Iraqi Shiite leader Moqtada al-Sadr has called for the release of an American freelance journalist with New England roots who was seized in Nasiriyah Friday. ,0,1138
" #39;Bricolage #39; Barroso takes high risk EU gamble By refusing to sack controversial new justice commissioner Rocco Buttiglione, the new Brussels chief may face a protest vote in the European Parliament next Wednesday.",0,17663
"Sudan and southern rebels promise peace as Christmas gift Ecumenical News International After 21 years in a war that has taken as many as 2 million lives and forced the displacement of about 5 million people, the Sudanese government and the leader ",0,24511
"Israeli Soldiers Kill Palestinian Girl (AP) AP - Israeli troops on Thursday shot and killed an 8-year-old Palestinian girl who was on her way to school in a Gaza Strip refugee camp, while Palestinian militants fired mortars at a Jewish settlement, injuring nine people, witnesses and officials said.",0,19542
Special UN envoy urges Sudan to accept more foreign aid (AFP) AFP - UN chief Kofi Annan's special envoy to Sudan urged the Sudanese government to accept international aid if it is unable to protect the population in its troubled Darfur region.,0,4408
"Europeans To Make Iran  #39;Last Offer #39; On Nukes 20 October 2004 -- Great Britain, France, and Germany will reportedly offer Iran a last chance to avoid the threat of United Nations sanctions over its nuclear program.",0,17120
"Supporting Musharraf was greatest blunder: Imran LAHORE: Acknowledging probably for the first time that he had  quot;committed a great mistake quot; by extending support to General Pervez Musharraf during a presidential referendum, former Pakistan cricket captain Imran Khan has warned that if not stopped in his ",0,10352
"Abbas Says Any Gaza Talks Must Follow 'Road Map'  RAMALLAH, West Bank (Reuters) - Presidential frontrunner  Mahmoud Abbas appeared on Thursday to reject coordinating with  Israel on a plan that means quitting occupied Gaza while  keeping large chunks of the West Bank.",0,29596
"Indonesia Prospective Leader on Hunt for Ministers Former general Susilo Bambang Yudhoyono discussed presidential plans and a cabinet with visitors to his home on Wednesday, even though he has yet to declare victory ",0,9477
"Cabinet pledges anti-terror measures ISLAMABAD: The federal cabinet on Wednesday resolved to take any measures required to eliminate militancy and terrorism in Pakistan and reiterated the governments pledge to defend the countrys sovereignty, integrity and security.",0,10299
"Howard tipped to finally call Australian elections this weekend (AFP) AFP - Australian Prime Minister John Howard is widely expected to announce an election date this weekend, setting off a tight race between his conservative coalition and a resurgent Labor Party.",0,2885
"Kurds say changes merely gesture by Turkey for EU ILICA, Turkey -- For the past nine years, Osman Acar, his two wives, and 22 children have spent most nights inside an 18-by-15-foot tent pitched outside this remote village in the mountains separating Turkey from Iraq.",0,18417
"Diplomats: Europeans, U.S. Closer to Iran Nuke Deal  VIENNA (Reuters) - U.S. and European negotiators moved  closer to a deal on a resolution on Iran's nuclear program that  could trigger a November showdown, Western diplomats close to  the talks said Wednesday.",0,7500
"Thatcher  #39;planned to quit S Africa #39; Sir Mark Thatcher was planning to leave South Africa when he was arrested, authorities in the country said. The son of former Prime Minister Margaret Thatcher is under house arrest and facing the possibility ",0,2683
"Militants launch attack in Kashmir ahead of Indian PMs visit SRINAGAR - Militants early Wednesday launched an attack near a stadium in Kashmir where Indian Prime Minister Manmohan Singh is due to address a rally later, police said.",0,23493
"New faces and old to rule Jakarta Indonesia #39;s newly elected President Susilo Bambang Yudhoyono announced his Cabinet late Wednesday, installing professionals and several women in key posts but also appointing retired generals and holdovers from past governments ",0,17172
"Mother-In-Law of Slain Teamster Arrested (AP) AP - Salvadoran police have arrested the mother-in-law of a U.S. Teamster gunned down in El Salvador last month, along with five other suspects, describing the slaying as a contract killing that was the result of a family dispute.",0,22924
"Haiti Copes With Storm Devastation; Deaths Pass 1,000 (Update1) Aid workers struggled to deliver food and supplies to survivors as the death toll in Haiti caused by Tropical Storm Jeanne reached at least 1,013, with 1,200 people missing, according to the United Nations.",0,9898
Tennis: Dementieva triumphs Elena Dementieva beats Jennifer Capriati in a third-set tie-break to set up an all-Russian US Open final .,0,6216
"US jets hit Fallujah ahead of expected offensive; residents report &lt;b&gt;...&lt;/b&gt; US jets pounded parts of Fallujah on Thursday, targeting insurgents in a city where American forces were said to be gearing up for a major offensive.",0,20719
"Jaguar's Coventry plant to close Jaguar's historic Brown's Lane factory in Coventry is to close, Ford has confirmed, with 400 jobs expected to be lost.",0,7978
Bardot fans snap up memorabilia More than 200 Brigitte Bardot fans descend on a memorabilia sale on the star's 70th birthday.,0,11405
Church call over Salvador murder Church leaders in El Salvador call for the 1980 murder case of Archbishop Romero to be re-opened. ,0,5551
"New York Vs. the Protesters (washingtonpost.com) washingtonpost.com - NEW YORK -- Hundreds of thousands of antiwar protesters, abortion rights supporters, labor rights activists and anarchists are preparing to unfurl banners, march through the streets and rally in the parks, loosening a cacophonous roar of protest during the Republican National Convention.",0,738
"Blast Destroys Car in Damascus, Wounds Passerby A suspected bomb blew up in a car in a crowded district of Damascus on Monday, destroying the vehicle and slightly wounding a passerby, residents said.",0,28717
"Israel Defense Official Threatens Syria (AP) AP - A senior Israeli defense official harshly threatened Syria on Monday, accusing President Bashar Assad of direct involvement in terrorism, but stopping short of confirming that Israel was responsible for killing a Hamas leader in Damascus.",0,10746
"Trip for Clean Water Kits Proves a Tortuous One By the time the first truckload of clean water solution reached the refugee camp in Desa Rueng Bakjok village on Sunday, about 50 of the 1,000 people living here on muddy ground under plastic tarps were suffering from dehydration and diarrhea.",0,27645
Japan Confirms Another Case of BSE in Dairy Cow Japan has confirmed a new case of bovine spongiform encephalopathy -- the third discovery of the brain-wasting illness in the country this year.,0,7071
"Malaysia Teenager in Hospital for Bird Flu Checks A teenager from the village at the center of a bird flu outbreak has been hospitalized with cold symptoms, Malaysia #39;s health minister said on Friday, as poultry farmers counted their losses.",0,1710
"Largest Protest of Week Expected in NYC (AP) AP - New York braced Sunday for tens of thousands of demonstrators in the largest scheduled protest of the week against the Bush administration, as Republican delegates descended on a heavily fortified convention city.",0,3508
"UN urged to curb Darfur violence Warring parties in Sudan  #39;s Darfur region have come in for severe criticism by a respected human rights organisation. In a report released on Monday, New York-based Human Rights Watch (HRW) said security in ",0,23162
"Blair to lead talks on Turkey #39;s EU entry Tony Blair will have a showpiece start to Britain #39;s presidency of the European Union next year, overseeing the beginning of membership talks with Turkey.",0,29049
"Rockets Hit Downtown Baghdad Sheraton BAGHDAD, Iraq Oct. 7, 2004 - Rockets struck a Baghdad hotel housing foreign contractors and journalists late Thursday, drawing return fire and underscoring the precarious security in the heart of the Iraqi capital.",0,13804
"Brazil #39;s Mantle of Leadership In case anyone was really worried, Secretary of State Colin Powell offered this reassurance during a trip to Brazil this week: The giant of South America has no intent to build nuclear weapons.",0,13492
Ambush Kills 50 Iraq Soldiers Execution Style The soldiers were taken from three buses at a fake checkpoint northeast of Baghdad and killed mostly with bullets to their heads.,0,18340
"Suicide Bomber Kills at Least 18 in Pakistani Mosque  ISLAMABAD (Reuters) - A suicide bomber killed at least 18  people in a mosque packed with worshippers and wounded more  than 40 during Friday prayers in the eastern Pakistani city of  Sialkot, police said.",0,12051
"Russian Capsule Docks With Space Station KOROLYOV, Russia - A Soyu z spacecraft carrying two cosmonauts and an American astronaut docked smoothly Saturday at the international space station, where another Russian-U.S. team has spent the last six months...",0,15955
"Earthquakes Kill 4, Injure 300 In Japan Several powerful earthquakes rattled northwestern Japan over a span of two hours Saturday, toppling and setting alight homes, causing blackouts, cutting water and gas services and derailing a bullet train.",0,18003
"Finucane Killer Could Be Free in Eight Months Pat Finucanes killer expects to be a free man by next May despite a judge jailing him today for a minimum of 22 years. Loyalist assassin Ken Barrett, 41, is expected ",0,7779
"Howard #39;s anti terror teams rejected Malaysia has hit out at Australian plans to base counter-terrorism teams in Southeast Asia, saying it #39;s capable of dealing with any terrorism threat on its own.",0,9003
"Diplomats: Nuke equipment taken Missing nuclear-related equipment in Iraq was removed by experts working systematically over an extended period, diplomats said Thursday, contradicting Iraqi officials ",0,15746
"Earthquake Jolts Northern Italy, Injuring 9 An earthquake measuring about 5.2 on the Richter scale shook northern Italy from the Tyrrhenian to the Adriatic seas in the night to Thursday, causing panic and injuring at least nine people.",0,25481
"Olympian women escape the age barrier (AFP) AFP - The older the violin, the sweeter the music. And the Athens Olympics is proving the lyrics right as Martina Navratilova, Merlene Ottey and company are demonstrating the endurance of women with middle-aged ladies defying perceptions about age and competition in nearly every sport.",0,733
N.H. Man Denies FTC 'Spyware' Charges (AP) AP - The man at the center of the nation's first spyware case  #151; a businessman notorious for his junk Internet mailings  #151; says federal regulators were politically motivated in targeting him for enforcement of new bills outlawing intrusive software.,0,14198
"British troops return to southern Iraq after mission near Baghdad LONDON - Hundreds of British troops returned to their base in southern Iraq yesterday, ending a monthlong deployment requested by the United States for an offensive in a restive region near Baghdad.",0,21906
"Dutch Charge 7 Muslim Men in Killing of a Critic of Islam Seven Islamic militants were charged here on Friday with terrorist-related activities in connection with the killing of the Dutch filmmaker Theo van Gogh, Amsterdam #39;s public prosecutor said.",0,21044
"Aristide supporters rampage in Haiti YOUNG gangsters torched cars, fired in the air and terrorised people not far from the presidential palace as violence flared in the Haitian capital of Port-au-Prince.",0,15820
High Prices Boost BP 3rd-Quarter Profits (AP) AP - High oil and gas prices and bigger profit margins in refining helped the British energy giant BP PLC nearly double its third-quarter earnings.,0,18842
"Baghdad Deputy Governor Assassinated Gunmen killed the deputy governor of Baghdad today on his way to work, Iraqi officials said. Hatim Kamil was assassinated in a drive-by shooting this morning, said Baghdad Governor Ali al-Haidari.",0,20244
"Barry Bonds Hits 700th Career Home Run SAN FRANCISCO - Barry Bonds hit his 700th home run Friday night, toppling another milestone and edging closer to Babe Ruth and Hank Aaron in his quest to become the greatest slugger in baseball history.    Bonds rewarded his fans in the opener of the San Francisco Giants' nine-game homestand with a 392-foot opposite-field homer to left center leading off the third inning...",0,8203
Report lays part of blame for Concorde crash on Continental Airlines (AFP) AFP - A French legal inquiry into the July 2000 Concorde crash outside Paris that killed 113 people presented findings Tuesday that put part of the blame on the US airline Continental.,0,28966
"Spending spree will drive up rates: Latham MARK Latham attacked yesterday #39;s Coalition policy launch as a  quot;willy-nilly quot; spending spree aimed at buying votes, which would drive up interest rates.",0,10586
"U.N. Urges U.S. to End Embargo Vs. Cuba (AP) AP - For the 13th straight year, the U.N. General Assembly overwhelmingly urged the United States to end its more than four decade trade embargo against Cuba, rejecting Washington's argument that Fidel Castro is ""a tyrant"" who denies basic human rights to Cubans.",0,19591
"Japan to stay in Iraq despite beheading TONY EASTLEY: The Japanese Government says it will continue its mission in Iraq, despite the beheading of one of its citizens. The troop deployment is unpopular in Japan, but surprisingly, the political fallout ",0,20199
"German, French Business Leaders to Discuss Industry Cooperation French and German business leaders, headed by Cie. de Saint-Gobain SA Chief Executive Jean-Louis Beffa and ThyssenKrupp AG supervisory board chairman Gerhard Cromme, will form a working ",0,18896
"Iran warns nuclear suspension subject to progress in talks TEHRAN, Iran -- Iran warned Wednesday that its agreement to suspend sensitive nuclear activities was subject to rapid progress being made in a new round of negotiations due to begin next month.",0,23628
"Wrecked Russian School Is Opened to Public BESLAN, Russia, Sept. 5  Shafts of light passed through the bullet holes in the pupils desks, which had been stacked at windows, makeshift barricades against attack. Grisly scenes awaited behind them.",0,4969
Iran's parliament sacks minister Iran's conservative-dominated parliament votes to sack Transport Minister Ahmad Khorram.,0,12621
Group threatens to kill hostages Arab TV channel al-Jazeera shows footage of what it says are three Western hostages kidnapped this week.,0,8247
UN Delays Cloning Decision The United Nations has put off for this year the question of whether to draft a treaty that would ban all human cloning. Diplomats instead settled on a compromise political declaration.,0,24382
"S.Africa Says No Extradition Request for Thatcher  CAPE TOWN (Reuters) - South Africa has not received an  official request from Equatorial Guinea for the extradition of  Mark Thatcher, who is suspected of involvement in a coup bid in  the oil-rich country, officials said on Friday.",0,2904
Suicide bomber kills 4 in Tel Aviv #39;s Carmel Market Shortly before 11:30 am a large explosion was heard in Tel Aviv #39;s Carmel Market. A suicide bomber entered the market and blew himself up close to a stall at the corner of Hacarmel St.,0,20273
"Next President Could Get to Reshape High Court (Reuters) Reuters - The winner of the presidential\election could reshape the Supreme Court and could have a\long-lasting impact on important issues such as abortion, gay\marriages and church-state separation.",0,12101
"Lawmakers Troubled by 'Ghost Detainees' WASHINGTON - Congress may keep up the focus on the prison abuse scandal following the disclosure that the military has concealed as many as 100 ""ghost detainees"" from the Red Cross.    The presence of prisoners held by the CIA outside of the military's usual system of registration and care was an important finding of an Army investigation completed last month...",0,6069
Springsteen to Kick Off 'Vote for Change' PHILADELPHIA - Two of the biggest forces in rock music over the last 20 years were plugging in their amplifiers Friday to kick off a high-volume effort to oust President Bush on Nov. 2...,0,12140
Russia's Putin set for landmark visit to Turkey (AFP) AFP - Russian President Vladimir Putin arrives here this week for a landmark visit which Ankara hopes will help improve political ties in line with spectacular progress in economic relations between the two countries.,0,3698
Teamster Death Probe Sought in El Salvador (AP) AP - International union and activist groups published an ad Thursday in a Salvadoran newspaper calling for an independent investigation into the death of a U.S. union leader who was shot in the back while working here.,0,29677
Pakistan reveals al-Qaeda plot ISLAMABAD - Pakistan has revealed dramatic plans of an al-Qaeda-linked group of terrorists to launch suicide attacks on key government leaders and the US Embassy earlier this month.,0,1912
"At Least 50 Deaths Blamed on Hurricane Ivan UPDATE, SAT 4PM: The number of dead across the Caribbean from Hurricane Ivan is now at least 50. Grenada alone is reporting 34 deaths, with eight more bodies found today.",0,6400
"Indonesian police to question officer who treated Bali bomber to &lt;b&gt;...&lt;/b&gt; JAKARTA: An Indonesian police officer who treated a convicted Bali bomber to coffee in a Jakarta Starbucks is to be questioned over the incident, national police chief General Da #39;i Bachtiar said.",0,4475
Ivorean head won't 'hinder' peace Ivory Coast's leader vows not to block peace moves in the divided nation as the UN imposes an arms embargo.,0,23454
"Italy calls to end Kyoto limits Italy has called for an end to the Kyoto Protocol after the environmental treaty #39;s initial period in 2012, preferring voluntary agreements that would entice the United States, China and India to tackle climate change.",0,29217
"Long-Lost Hendrix Concert Tape Discovered STOCKHOLM, Sweden - Technicians at Sweden's public television have unearthed an unexpected delight for music lovers - a complete original recording of a Jimi Hendrix concert in Stockholm from 1969 on a tape long thought to have been destroyed.    The unmarked tape was recently found stashed on a shelf deep inside the station's enormous archives during a project to transfer archived material from tape and film to digital, SVT spokeswoman Catarina Wilson said Friday...",0,8345
US Group Urges Rumsfeld War Crimes Probe in Germany A US human rights group urged German prosecutors Tuesday to investigate accusations that Defense Secretary Donald Rumsfeld and senior US officers are guilty of war crimes over the Iraqi prisoner abuse scandal.,0,26623
Iraq car bomb kills seven just one short of the figure in April which was the highest monthly toll so far. The US military says it expects violence to escalate before elections scheduled for January 30.,0,26597
"Turkish Captive in Iraq Tells of Fearful Struggle to Hold On A young Turkish journalist, Zeynep Tugrul, was freed last week by kidnappers in northern Iraq after four days of terror and hope.",0,10038
"Pope returns icon to Russia A Vatican delegation has returned a centuries-old Russian Orthodox icon to Russia #39;s Orthodox patriarch in a special ceremony. The Icon of Our Lady of Kazan, which has spent the last ",0,3263
"Sudan slams UN threats Sudan condemned UN threats of sanctions against Khartoum on Thursday, saying they would only undermine efforts to restore security in the devastated western region of Darfur.",0,10261
New Zealand gain lead after Franklin hat-trick (AFP) AFP - New Zealand rode on fast bowler James Franklin's hat-trick to seize the initiative on the second day of the the opening Test against Bangladesh here.,0,16982
"US Muslims take tougher line this election cycle (AFP) AFP - The leaders of the US Muslim community said that they will announce whether they will endorse any political candidate for president this year, and if so whom, in mid-October.",0,4977
Edwards Appeals to Women on Terror Issue (AP) AP - Vice presidential candidate John Edwards on Tuesday sought to blunt growing support for President Bush among women voters and others concerned about national security by campaigning with a Sept. 11 widow in two states that suffered losses in the terrorist attacks.,0,11327
"Cambodia Women's Shelter Closes After Raid (AP) AP - A shelter for women and girls forced into the sex trade temporarily shut its doors Friday after gunmen kidnapped 92 of its occupants and made death threats against the staff, the shelter's director said.",0,28216
"EU-Iranian talks on resolving nuclear issue still on track &lt;b&gt;...&lt;/b&gt; The Iranian parliament #39;s vote backing the resumption of uranium enrichment was mainly tactical, designed to strengthen Tehran #39;s hand in nuclear talks with the EU, rather than a rejection of European demands for a halt to enrichment, diplomats said Monday.",0,20346
"Arise Sir Mark  mum pays FORMER prime minister and doting mother Margaret Thatcher yesterday agreed to bail her son, Sir Mark Thatcher, out of house arrest in Cape Town.",0,4229
"Car Bomb Kills Seven Marines in Iraq BAGHDAD, Iraq - A suicide attacker sped up to a U.S. military convoy outside Fallujah and detonated an explosives-packed vehicle on Monday, killing seven Marines and three Iraqi soldiers, U.S...",0,5218
Mugabe rival urges reconciliation Zimbabwe opposition leader Morgan Tsvangirai says his treason acquittal could help heal deep political divisions.,0,15844
Arafat undergoes tests for leukaemia after flight to military &lt;b&gt;...&lt;/b&gt; Yasser Arafat was undergoing tests for possible leukaemia at a military hospital outside Paris last night after being airlifted from his Ramallah headquarters to an anxious farewell from Palestinian well-wishers.,0,19912
Pakistan failing to keep Kashmir pledge - India (Reuters) Reuters - India's ruling Congress party accused Pakistan on Saturday of not keeping its promise to halt support for Kashmiri militants fighting against New Delhi's rule in the disputed Himalayan region.,0,1427
US takes stock of Hurricane Ivan US authorities begin relief operations as south-eastern states continue to assess Hurricane Ivan's impact.,0,8121
Terror suspects appeal to Law Lords Nine foreign terror suspects held indefinitely without charge in Britain will challenge their detention before the country #39;s highest court today.,0,12793
"Allawi urges world to help Iraq Iraq's interim PM Iyad Allawi appeals to world leaders at the UN to help Iraq ""defeat the forces of terrorism"".",0,10146
"Man held over China school deaths A man has been arrested in connection with the deaths of eight boys stabbed as they slept in a dormitory, Chinese officials have said.",0,25767
"Panel offers strategies on fighting global threats UNITED NATIONS -- In a highly anticipated report prompted by the deep divide over the war in Iraq, an international panel made 101 recommendations yesterday on how to deal with global threats in the 21st century including the use of preemptive and preventive military strikes with approval from the UN Security Council.",0,26729
"Israelis Fire Missile at Gaza Refugee Camp An Israeli aircraft fired a missile Sunday at a Palestinian target in Gaza #39;s Jebaliya refugee camp, witnesses said. Ambulances rushed to the scene, but it was not ",0,14499
"Total deal shows appetite for Russian oil, but limits foreign role (AFP) AFP - A deal between French energy group Total and Russian gas firm Novatek shows that oil majors have an appetite for Russia's energy riches despite the Yukos affair, but also the limited role now possible for foreigners in this strategic sector, analysts say.",0,10438
Report: Bigley tried fleeing after British intelligence helped &lt;b&gt;...&lt;/b&gt; LONDON New information is surfacing about a purported escape attempt by doomed British hostage Kenneth Bigley. The Sunday Times says Bigley briefly fled his Iraqi kidnappers on Wednesday after British intelligence helped bribe two of his captors.,0,14563
"Car bomb kills six in Baghdad in latest attack on Iraq #39;s police &lt;b&gt;...&lt;/b&gt; A car bomb exploded near a police patrol in Baghdad #39;s fashionable Jadiriyah district, killing at six people, including three police officers, and wounding 26 others.",0,16382
A debate that avoided answering the vital questions on Iraq At least it was a wartime debate last Thursday night between President George W. Bush and John Kerry. But it didn #39;t provide much clarity about what either candidate would do as a wartime ,0,12947
"Negotiator: Fallujah Talks Still Suspended The top Fallujah negotiator in peace talks with the government dashed hopes of resuming talks soon despite his release Monday by US and Iraqi authorities, saying negotiations remain suspended.",0,16404
One million Afghan votes counted Afghanistan #39;s interim leader Hamid Karzai has a 45-point lead after the first million votes were counted in the country #39;s presidential poll.,0,16383
"Insurgents claim responsibility for Baghdad raid MAXINE McKEW: In Iraq, the group led by the country #39;s most wanted insurgent has claimed responsibility for a deadly attack on a police station in western Baghdad.",0,27165
"US Charge Of  #39;genocide #39; In Darfur Complicates Sudan Peace Talks ABUJA, Sept 13 (AFP) - Slow-moving African Union-brokered peace talks for Sudan #39;s Darfur region have been complicated by last week #39;s declaration by the United States that Khartoum and allied militia are committing genocide there.",0,6797
"Blair Hopeful of Iran, N. Korean Compliance  LONDON (Reuters) - British Prime Minister Tony Blair said  on Wednesday the international community was closer than ever  to making North Korea and Iran accept its demands to halt  nuclear programs.",0,11387
"North Korean visit to China  quot;positive, encouraging quot;: South Korea SEOUL : South Korea #39;s foreign minister said Wednesday a visit by North Korea #39;s second-ranking leader to China was  quot;positive and encouraging quot; for a resumption of stalled six-nation talks on Pyongyang #39;s nuclear drive.",0,16953
"Man Finds 3 WWI Troops' Bodies in Glacier (AP) AP - An amateur Italian historian has found the preserved bodies of three Austro-Hungarian soldiers in an Alpine glacier, 86 years after they were killed in World War One.",0,2041
"Helicopter Carrying Politicians Crashes in East India (Reuters) Reuters - A helicopter carrying eight\people, including a government minister and two lawmakers,\crashed in mountainous northeast India on Wednesday, a police\officer said.",0,9403
"You Can Buy a Seat, but Can You Fit in It? Unlike major movie chains, many Broadway theaters have lagged behind (pun intended) when it comes to the most basic of audience amenities: their seats.",0,14050
"Sudan criticised over Janjaweed Sudan is allowing armed pro-government groups to operate at least 16 militia camps in the western region of Darfur, a human rights group claims.",0,2907
"Israel trade unions call general strike for Tuesday JERUSALEM: Israel #39;s Histadrut trade union confederation has called a general strike for Tuesday which is expected to paralyze banks in addition to the entire public sector, army radio reported.",0,9199
France investigates airport gaffe France launches an inquiry  into how airport police lost plastic explosives they hid in a passenger's luggage.,0,8739
"Was Bush Wired? Ridiculous, Campaign Says (AP) AP - Campaign aides to President Bush on Saturday laughed off rampant Internet speculation about whether the president was wired to get help from advisers during his first debate with Sen. John Kerry. ""It's not true. It's ridiculous,"" Bush campaign spokesman Scott Stanzel said.",0,14410
"Mercosur Trade Talks Begin Amid Bickering Top officials from Argentina, Brazil, Paraguay and Uruguay gathered Wednesday for high-level trade talks ahead of a two-day summit taking place 10 years after leaders officially created South America's Mercosur zone.",0,29287
"U.S. OKs Status of 10 Guantanamo Prisoners GUANTANAMO BAY NAVAL BASE, Cuba - U.S. military review panels have decided not to release 10 Guantanamo Bay detainees, concluding they were properly classified as ""enemy combatants,"" a military official said Saturday...",0,1660
Dangerous Commission Pervez Musharraf's war on al-Qaeda and on Pakistan's domestic extremists has earned him many enemies,0,7318
Film shows 10 new Iraq hostages Video footage of 10 more hostages kidnapped in Iraq was today broadcast on the al-Jazeera television channel as the British government again said it would not negotiate to free Kenneth Bigley.,0,11788
"Explosion in Chinese mine kills 56 AP - A gas explosion in a coal mine in China has killed at least 56 miners, and 92 others listed as missing had only a slim chance of survival, officials say.",0,17306
"Bush Tries to Mend Ties With Latin America (AP) AP - President Bush, trying to mend relations with Latin America, pledged Sunday to make a fresh push for stalled immigration reforms and defended the U.S. invasion of Iraq, saying that ""history will prove it right.""",0,24753
